ModeCode,NTDModeCode,AssetDesc,AgencyDetail,AssetStatus,AssetTypeRoot,AssetTypeVariant,YRBuilt,YRInService,AgencyUsefulLife,StdUsefulLife,Quantity,UnitType,UnitCost,AgencySoftCost,TotalCost,YRCost,AssetPhysAddress,AssetPhysZIP,Latitude,Longitude,LineDivision,BranchGarage,SegmentRoute,LocLinearStart,LocLinearEnd,AgencyAssetUID,AgencyAssetClass,AgencyDeptOwner,AgencyNotes,AgencyConditionRating,AgencyParentUID,AgencyProjNum,AgencyProjCat,AgencyProjDesc,AgencySubFleetID,TOS,RevenueFlag,PriorityStatus,TCPScore,SquareFootage,HistoricPresrvFlag,ItemizedFlag,Manufacturer,ManufacturerCode,ModelNumber,FuelType,CapacitySeated,CapacityStanding,DataYR,DataSRC,ReviewFlag,ApprovedFlag,ApprovalComment,DelayReplaceAge,Rehabed,RehabedDate,CostNotes,UserField1,UserField2,UserField3,UserField4,FilterValue,RVID,PercentContingencyFleet,AssetPhysCity,AssetPhysState,DateofLastCondAssessment,AgencyCapitalResponsibility,LastRenewalYR,LastRenewalType,ADAFlag,AdditionalModeSupport,FTARecodeCategory,LastUpdated,Length,OwnershipType,FundingType,MilesThisYR,LifetimeMilesPerVeh
SY,SY,COMPELLENT STORAGE SYSTEM - SF,COMPELLENT STORAGE SYSTEM - SF,EXT,21100.0,,2015,2015,5,,1.0,Each,32777.53,0.0,32777.53,2015.0,IS Computer Room,,,,,,,,,A0003625,,,IS Computer Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,KELLERSCAN SOFTWARE,KELLERSCAN SOFTWARE,EXT,39201.0,,2015,2015,5,,1.0,Each,11489.25,0.0,11489.25,2015.0,D1 IT Supvr Office,,,,,,,,,B0009351,,,D1 Safety/Training Supv,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL BIKE SIGNAGE,SAN RAFAEL BIKE SIGNAGE,EXT,41900.0,,2015,2015,10,,1.0,Lump sum,89024.46,0.0,89024.46,2015.0,D1 Body Shop Bus Outside Area,,,,,,,,,BG00532709,,,D1 Body Shop Bus Outside Area,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,SAN RAFAEL BIKE RACKS,SAN RAFAEL BIKE RACKS,EXT,41621.0,,2015,2015,10,,1.0,Each,30072.21,0.0,30072.21,2015.0,D1 Body Shop Bus Outside Area,,,,,,,,,BG00532710,,,D1 Body Shop Bus Outside Area,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LFT BIKE RACKS,LFT BIKE RACKS,EXT,41621.0,,2015,2015,10,,1.0,Each,255677.82,0.0,255677.82,2015.0,LFT Outside Areas,,,,,,,,,FG00046813,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
SY,SY,BRDG ADMIN 1ST FL HLWY CARPET,BRDG ADMIN 1ST FL HLWY CARPET,EXT,23200.0,,2015,2015,5,,1.0,Each,5875.09,0.0,5875.09,2015.0,,,,,,,,,,A0003624,,,Adm Bldg Budget Mgr Office,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,SAN RAFAEL WASH RACKS WTR RECL,SAN RAFAEL WASH RACKS WTR RECL,EXT,23402.0,,2015,2015,15,,1.0,Each,2738858.01,0.0,2738858.01,2015.0,D1 Wash Island,,,,,,,,,BG00533002,,,D1 Wash Island,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,NON REVENUE VEHICLE LIFT 18K,NON REVENUE VEHICLE JOHN BEAN LIFT 18K,EXT,53003.0,,2015,2015,10,,1.0,Vehicles,15052.47,0.0,15052.47,2015.0,D1 Body Shop Non Revenue Shop,,,,,,,,,B0009350,,,D1 Body Shop Non Revenue Shop- John Bean Co,,,,,,,,,3.0,,,False,,,ZZZ,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,SAN RAFAEL MKTG PRINTER RM MOD,SAN RAFAEL MKTG PRINTER RM MOD,EXT,23100.0,,2015,2015,20,,1.0,Each,50846.96,0.0,50846.96,2015.0,SR Dist Bldg Mrktg Office,,,,,,,,,A0003622,,,SR Dist Bldg Mrktg Office,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,LARGE FORMAT PRINTER,LARGE FORMAT PRINTER,EXT,23100.0,,2015,2015,5,,1.0,Each,24006.4,0.0,24006.4,2015.0,SR Dist Bldg Graphics Office,,,,,,,,,A0003621,,,SR Dist Bldg Graphics Office,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,CARRIER HVAC SYSTEM,CARRIER HVAC SYSTEM,EXT,21505.0,,2015,2015,20,,1.0,Lump Sum,9450.0,0.0,9450.0,2015.0,,,,,,,,,,BR002279,,,IS Computer Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,CUDA PARTS WASHER,CUDA PARTS WASHER,EXT,23301.0,,2015,2015,15,,1.0,Each,6630.56,0.0,6630.56,2015.0,D1 HD Maint Bldg Unit Room,,,,,,,,,B0009347,,,D1 HD Maint Bldg Unit Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,CUDA PARTS WASHER,CUDA PARTS WASHER,EXT,23301.0,,2015,2015,15,,1.0,Each,6630.56,0.0,6630.56,2015.0,D1 HD Maint Bldg Unit Room,,,,,,,,,B0009346,,,D1 HD Maint Bldg Unit Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19319.99,0.0,19319.99,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003618,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,NOVATO BUS FAC SECURITY IMP,NOVATO BUS FAC SECURITY IMP,EXT,33300.0,,2015,2015,20,,1.0,Each,1114044.78,0.0,1114044.78,2015.0,NOVATO PLANT,,,,,,,,,BG00087203,,,"2012-2014-$1,114,044-NOVATO BUS FAC SECURITY IMPROVEMENT",,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Parking Facilities,,,,,,
MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,RET,53001.0,,2015,2015,7,,1.0,Vehicles,19319.99,0.0,19319.99,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003616,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,BRAKE LATHE - ARI HETRA,BRAKE LATHE - ARI HETRA,EXT,23410.0,,2015,2015,15,,1.0,Each,18349.25,0.0,18349.25,2015.0,MAINTENANCE SHOP,,,,,,,,,B0009345,,,Maintenance Shop,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,SPAULDING BATT SYS IMP MV MARN,SPAULDING BATTERY ELECTRIC DRIVE SYSTEM IMPROVEMENT MV MARIN,EXT,38000.0,,2015,2015,10,,1.0,Each,177843.81,0.0,177843.81,2015.0,MS Marin,,,,,,,,,FG00046311,,,MS Marin,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
MB,MB,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19319.99,0.0,19319.99,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003617,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
SY,SY,ELECTRONIC RECORDS MGT SYSTEM,ELECTRONIC RECORDS MGT SYSTEM,EXT,39200.0,,2015,2015,10,,1.0,Each,354158.77,0.0,354158.77,2015.0,IS Computer Room,,,,,,,,,FA0001402,,,IS Computer Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,2012 CHEVROLET IMPALA,2012 CHEVROLET IMPALA,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19319.99,0.0,19319.99,2015.0,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003619,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00477402,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00477302,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00477202,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00477102,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00477002,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PM TRAPS DIESEL EMISSION CNTRL,PM TRAPS DIESEL EMMISSION CNTRL,EXT,23400.0,,2015,2015,7,,1.0,Each,15644.83,0.0,15644.83,2015.0,Buses,,,,,,,,,BG00476902,,,Buses,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,DONUT FENDER & PILE EXT-LFT,DONUT FENDER & PILE EXT-LFT,EXT,38100.0,,2015,2015,10,,1.0,Each,7598.4,0.0,7598.4,2015.0,LFT Outside Areas,,,,,,,,,F0001431,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,AVFMS WORK MGT/BUS MAINTENANCE,AVFMS WORK MGT/BUS MAINTENANCE,EXT,39203.0,,2015,2015,10,,1.0,Each,936678.08,0.0,936678.08,2015.0,IS Computer Room,,,,,,,,,FA0004201,,,IS Computer Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,CLARK GEX305 FORKLIFT,CLARK GEX305 FORKLIFT,EXT,53003.0,,2015,2015,10,,1.0,Vehicle,43069.08,0.0,43069.08,2015.0,D1 Maint Shop Stores Office,,,,,,,,,B0009344,,,D1 Maint Shop Stores Office,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FB,FB,REFURBISHMENT OF THE MV NAPA,MV NAPA REFURBISHMENT,EXT,51505.0,,1999,2012,42,,1.0,Vehicle,12263943.95,0.0,12263943.95,2015.0,MV Napa,,,,,,,,,FG000812,,,"2010 Purchase Cost $2,000,000 plus $9,705,000 rehab CIP 0932",,,,,,,,,3.0,,,False,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,35318,,,,,,,,False,False,Ferryboat (FB),2020-08-11 21:42:55.540,143,OOPA,UA,34301.0,408590.0
MB,MB,SAN RAFAEL BUS LOT ENTRANCE IM,SAN RAFAEL BUS LOT ENTRANCE IMROVEMENTS,EXT,21509.0,,2015,2015,25,,1.0,Space,72113.9,0.0,72113.9,2015.0,D1 Yard,,,,,,,,,BG00532708,,,D1 Yard,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,2012 FORD F450 SUPERCAB,2012 FORD F450 SUPERCARB,EXT,53002.0,,2015,2015,10,,1.0,Vehicles,47609.52,0.0,47609.52,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,B0009343,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,FRD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Trucks and other Rubber Tire Vehicles,,,,,,
FB,FB,"10""X16"" WET BANDSAW & 28""VERT","10""X16"" WET BANDSAW & 28"" VERT",EXT,38100.0,,2015,2015,15,,1.0,Each,14728.0,0.0,14728.0,2015.0,LFT Shop Area,,,,,,,,,F0001438,,,LFT Shop Area,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,DISASTER RECVR SYS EQUP HASTUS,DISASTER RECVR SYS EQUP HASTUS,EXT,21100.0,,2015,2015,4,,1.0,Each,52178.36,0.0,52178.36,2015.0,IS Computer Room,,,,,,,,,BR002270,,,IS Computer Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,BLCKHWK MAXI TWER PULLING Post,BLCKHWK MAXI TWER PULLING POST,EXT,23420.0,,2015,2015,15,,1.0,Each,20000.84,0.0,20000.84,2015.0,D1 Body Shop Bus Repair,,,,,,,,,B0009342,,,D1 Body Shop Bus Repair,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,SFFT RESTROOM ACCESS MODIFICAT,SFFT RESTROOM ACCES MODIFICATION,EXT,43010.0,,2015,2015,15,,1.0,Each,391279.66,0.0,391279.66,2015.0,SFFT,,,,,,,,,FG00054306,,,SFFT,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,
SY,SY,2011 CHEVROLET,2011 CHEVROLET,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19501.43,0.0,19501.43,2015.0,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003609,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
SY,SY,2011 CHEVROLET,2011 CHEVROLET,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19501.43,0.0,19501.43,2015.0,Adm Bldg Non-Rev Vehicles,,,,,,,,,A0003610,,,Adm Bldg Non-Rev Vehicles,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,2011 CHEVROLET,2011 CHEVROLET,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19501.43,0.0,19501.43,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003608,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
MB,MB,2011 CHEVROLET,2011 CHEVROLET,EXT,53001.0,,2015,2015,7,,1.0,Vehicles,19501.43,0.0,19501.43,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003606,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
FB,FB,2011 CHEVROLET,2011 CHEVROLET,EXT,53002.0,,2015,2015,7,,1.0,Vehicles,19501.43,0.0,19501.43,2015.0,D1 Non-Revenue Vehicles,,,,,,,,,A0003607,,,D1 Non-Revenue Vehicle,,,,,,,,,3.0,,,False,,,CMD,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Automobile (AO),,,,,,
FB,FB,WORK SKIFF,WORK SKIFF,EXT,53211.0,,2015,2015,10,,1.0,Vehicles,57432.82,0.0,57432.82,2015.0,LFT Outside Areas,,,,,,,,,F0001441,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Non-Revenue Vehicles,,,,,,,,,,,Ferryboat (FB),,,,,,
SY,SY,TELEPHONE SWITCH-SAN RAFAEL,TELEPHONE SWITCH-SAN RAFAEL,EXT,33403.0,,2015,2015,5,,1.0,Each,109439.09,0.0,109439.09,2015.0,SR A&D Trailer Tele Equip Rm,,,,,,,,,A0003613,,,SR A&D Trailer Tele Equip Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,TELEPHONE SWITCH-BRIDGE,TELEPHONE SWITCH-BRIDGE,EXT,33403.0,,2015,2015,5,,1.0,Each,99182.8,0.0,99182.8,2015.0,,,,,,,,,,A0003612,,,Adm Bldg Tele Switch/Rev Equip,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,SYMPOSIUM REPLACEMENT,SYMPOSIUM REPLACEMET,EXT,33400.0,,2015,2015,5,,1.0,Each,31258.58,0.0,31258.58,2015.0,SR A&D Trailer Tele Equip Rm,,,,,,,,,A0003614,,,SR A&D Trailer Tele Equip Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
FB,FB,TELEPHONE SWITCH-LARKSPUR,TELEPHONE SWITCH-LARKSPUR,EXT,33401.0,,2015,2015,5,,1.0,Each,58855.04,0.0,58855.04,2015.0,LFT Kiosk E Concessionaire,,,,,,,,,A0003615,,,LFT Kiosk E Concessionaire,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,
MB,MB,WASHER/EXTRACTOR-Body Shop,WASHER/EXTRACTIR-BODY SHOP,EXT,23402.0,,2015,2015,15,,1.0,Each,12288.2,0.0,12288.2,2015.0,D1 Body Shop Uphol/Lunchroom,,,,,,,,,B0009340,,,D1 Body Shop Uphol/Lunchroom,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,DRYER - BODYSHOP,DRYER-BODYSHOP,EXT,23402.0,,2015,2015,10,,1.0,Each,5225.38,0.0,5225.38,2015.0,D1 Body Shop Uphol/Lunchroom,,,,,,,,,B0009341,,,D1 Body Shop Uphol/Lunchroom,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,DONUT FENDER,DONUT FENDER,EXT,38100.0,,2015,2015,10,,1.0,Each,13436.88,0.0,13436.88,2015.0,LFT Outside Areas,,,,,,,,,F0001416,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,
SY,SY,HP DESIGNJET T1200HD PRINTER,HP DESINGJET T1200HD PRINTER,EXT,39105.0,,2015,2015,5,,1.0,Each,18684.52,0.0,18684.52,2015.0,Bldg B - Procurement Trailer,,,,,,,,,A0003611,,,Bldg B - Procurement Trailer,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,CISCO MDS 9124 BUNDLE,CISCO MDS 9124 BUNDLE,EXT,21100.0,,2015,2015,5,,1.0,Each,9222.4,0.0,9222.4,2015.0,IS Computer Room,,,,,,,,,A0003605,,,IS Computer Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,CISCO MDS 9124 BUNDLE,CISCO MDS 9124 BUNDLE,EXT,23100.0,,2015,2015,5,,1.0,Each,9222.4,0.0,9222.4,2015.0,IS Computer Room,,,,,,,,,A0003604,,,IS Computer Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,CISCO MDS 9124 BUNDLE,CISCO MDS 9124 BUNDLE,EXT,23100.0,,2015,2015,5,,1.0,Each,9222.4,0.0,9222.4,2015.0,SR A&D Trailer Computer Rm,,,,,,,,,A0003603,,,SR A&D Trailer Computer Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
SY,SY,CISCO MDS 9124 BUNDLE,CISCO MDS 9124 BUNDLE,EXT,23100.0,,2015,2015,5,,1.0,Each,9222.4,0.0,9222.4,2015.0,SR A&D Trailer Computer Rm,,,,,,,,,A0003602,,,SR A&D Trailer Computer Rm,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,
MB,MB,TIG RUNNER,TIG RUNNER,EXT,23301.0,,2015,2015,15,,1.0,Each,8401.75,0.0,8401.75,2015.0,D1 Body Shop Welding Area,,,,,,,,,B0009338,,,D1 Body Shop Welding Area,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,MTU 14V4000 ENGINE PARTS,MTU 14V4000 ENGINE PARTS,EXT,38301.0,,2011,2011,7,,1.0,Lot,58318.04,0.0,58318.04,2015.0,LFT Parts Room,,,,,,,,,F0001434,,,LFT Parts Room,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,False,False,Ferryboat (FB),2019-12-10 00:12:35.677,,,,,
MB,MB,FLUKE T132 FLEX CAM THERMAL IM,FLUKE T132 FLEX CAM THERMAL IM,EXT,23301.0,,2015,2015,5,,1.0,Each,8394.48,0.0,8394.48,2015.0,D1 Body Shop Bus Repair,,,,,,,,,B0009339,,,D1 Body Shop Bus Repair,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
MB,MB,PRESSURE WASHER-BODY SHOP,PRESSURE WASHER-BODY SHOP,EXT,23402.0,,2015,2015,15,,1.0,Each,6397.54,0.0,6397.54,2015.0,D1 Body Shop Bus Repair,,,,,,,,,B0009337,,,D1 Body Shop Bus Repair,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,RAMPS&GANGWAY SERVICE LIFEEXT,RAMPS & GANGWAY SERVICE LIFE EXT,EXT,43000.0,,2015,2015,15,,1.0,Each,448766.06,0.0,448766.06,2015.0,LFT Outside Areas,,,,,,,,,F0001429,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,FERRY TICKET VENDING MACHINES,FERRY TICKET VENDING MACHINES,EXT,35115.0,,2015,2015,7,,12.0,Each,308921.05,0.0,3707052.6,2015.0,The Asset Itself,,,,,,,,,FG000806,,,The Asset Itself,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,
FB,FB,LARKSPUR CHANNEL DREDGING,LARKSPUR CHANNEL DREDGING,EXT,10700.0,,2015,2015,3,,1.0,Lump Sum,5880805.33,0.0,5880805.33,2015.0,LFT Outside Areas,,,,,,,,,FG00047112,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Infrastructure,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,LARKSPUR BERTH DREDGING,LARKSPUR FERRY TERMINAL BERTH DREDGING,EXT,10701.0,,2015,2015,3,,1.0,Lump Sum,712763.82,0.0,712763.82,2015.0,LFT Outside Areas,,,,,,,,,FG00047113,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Infrastructure,,,,,,,,,,,Ferryboat (FB),,,,,,
FB,FB,SHOP WELDING EQUIPMENT,SHOP WELDING EQUIPMENT,EXT,38100.0,,2015,2015,15,,1.0,Each,26019.18,0.0,26019.18,2015.0,LFT Shop Area,,,,,,,,,F0001440,,,LFT Shop Area,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Ferryboat (FB),,,,,,
MB,MB,OIL FILTER CRUSHER,OIL FILTER CRUSHER,EXT,23420.0,,2015,2015,15,,1.0,Each,6730.41,0.0,6730.41,2015.0,D1 Maint Shop Repair Pit,,,,,,,,,B0009336,,,D1 Maint Shop Repair Pit,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,
FB,FB,LFT DIGITAL VIDEO SECURITY SYS,DIGITAL VIDEO SECURITY SYSTEM,EXT,38000.0,,2015,2015,15,,1.0,Each,379791.74,0.0,379791.74,2015.0,LFT Outside Areas,,,,,,,,,FG000804,,,LFT Outside Areas,,,,,,,,,3.0,,,False,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Facilities,,,,,,
