FB,FB,LARKSPUR DOCK #2,LARKSPUR DOCK #2,EXT,43020,,2015,2015,25,,1,Each,"$1,342,904.00 ",0,"$1,342,904.00 ",2015,LFT Outside Areas,,,,,,,,,FG000545,,,"1977 Cost-$1,342,904 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,MS MARIN,VESSEL MODIFICATIONS - RAMP AND GANGWAY,EXP,38100,,2015,2015,10,,1,Lump Sum,"$1,340,100.00 ",0,"$1,340,100.00 ",2015,,,,,,,,,,CIP-1640,,,2019 - CIP-1640,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),20:17.7,,,,,,
SY,SY,MARIN AIRPORTER LEASE PARCEL,YARD,EXT,24200,,2015,2015,25,,1,Each,"$1,286,000.00 ",0,"$1,286,000.00 ",2015,,,,,,,,,,B0009007,,,1983 PROPERTY RETAINED BY DISTRICT AFTER RAIL TRANSFER TO SMART- 2006 LEASED TO MARIN AIRPORTER,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,,
FB,FB,LARKSPUR PROPERTY,SITE IMPROVEMENT,EXT,43010,,2015,2015,10,,1,Each,"$1,258,700.75 ",0,"$1,258,700.75 ",2015,,,,,,,,,,FG000190,,,"1971 - Cost$1,258,700 - LARKSPUR FERRY TERMINAL - 25 ACRES IN LARKSPUR ALONG SIR F RANCIS DRAKE BLVD",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Substation Building,,,,,,,
FB,FB,SF DOCK #1,SF DOCK #1,EXT,43020,,2015,2015,25,,1,Each,"$1,251,007.00 ",0,"$1,251,007.00 ",2015,SFFT,,,,,,,,,FG000549,,,"1978 Cost-$1,251,007 -SFFT",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,SF DOCK #2,SF DOCK #2,EXT,43020,,2015,2015,25,,1,Each,"$1,251,007.00 ",0,"$1,251,007.00 ",2015,SFFT,,,,,,,,,FG000550,,,"1978 Cost-$1,251,007 -SFFT",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFEAL TRANSIT CENTER RELOCATION DESIGN AND ENVIRONMENTAL,PLANNING,EXP,41005,,2015,2015,15,,1,Lump Sum,"$1,250,000.00 ",0,"$1,250,000.00 ",2015,,,,,,,,,,CIP-1717,,,2018 - CIP-1717,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,SF FT SECURITY ENHANCEMENT,SF FT SECURITY ENHANCEMENT,EXT,43024,,2015,2015,15,,1,Each,"$1,244,298.83 ",0,"$1,244,298.83 ",2015,SFFT,,,,,,,,,FA00031,,,"2005 Cost-$1,244,298.83 - SFFT",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,MS MARIN DRY DOCK ENGINE IMPRO,MS MARIN DRY DOCK ENGINE IMPROV,EXT,38301,,2015,2015,2,,1,Each,"$1,189,554.86 ",0,"$1,189,554.86 ",2015,MS Marin,,,,,,,,,FG000823,,,MS Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),39:00.1,,,,,,
MB,MB,SAN RAFAEL MAINT BUILD,SAN RAFAEL MAINT BUILD,EXT,21211,,2015,2015,50,,1,Each,"$1,183,920.00 ",0,"$1,183,920.00 ",2015,Heavy Duty Maint. Bldg.,,,,,,,,,BG000801,,,"1974 Permanent Structures-$1,183,920 - Located at the Heavy Duty Maint. Bldg",,,,,,,,,3,,27000,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,MV NAPA RAMP AND GANGWAY VESSEL MODIFICATIONS,VESSEL MODIFICATIONS,EXP,38300,,2015,2015,10,,1,Lump Sum,"$1,180,300.00 ",0,"$1,180,300.00 ",2015,,,,,,,,,,CIP-1641,,,2019 - CIP-1641,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),27:36.9,,,,,,
SY,SY,#1511 VOICEOVER IP PH SYS VOIP,,EXT,33400,,2015,2015,5,,1,Set,"$1,176,173.37 ",0,"$1,176,173.37 ",2015,Bldg H - IS Trailer,,,,,,,,,AG000488,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,NOVATO BUS FAC SECURITY IMP,NOVATO BUS FAC SECURITY IMP,EXT,33300,,2015,2015,20,,1,Each,"$1,114,044.78 ",0,"$1,114,044.78 ",2015,NOVATO PLANT,,,,,,,,,BG00087203,,,"2012-2014-$1,114,044-NOVATO BUS FAC SECURITY IMPROVEMENT",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Passenger Parking Facilities,,,,,,,
FB,FB,SAUSALITO TERMINAL,SAUSALITO TERMINAL,EXT,43010,,2015,2015,30,,1,Each,"$1,067,944.13 ",0,"$1,067,944.13 ",2015,Sausilito Layup Berth,,,,,,,,,FG00053901,,,"1997 Cost-$1,067,944.13 Sausalito Layup Berth",,,,,,,,,3,,8000,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,,
FB,FB,MV NAPA,MV NAPA MAIN ENGINE QL3 OVERHAUL,EXT,54000,,2017,2017,5,,1,Lump Sum,"$1,048,670.00 ",0,"$1,048,670.00 ",2015,,,,,,,,,,FG00081202,,,2017-CIP-1643-MV NAPA Main engine QL3 overhaul,,,,,,,,,,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),16:34.2,,,,,,
FB,FB,SERVICE LIFE EXTENSION PROGRAM - GANGWAYS/FLOAT/FEND,SLEP-GANGWAYS/FLOAT/FEND,EXT,43022,,2015,2015,10,,1,Each,"$1,030,000.00 ",0,"$1,030,000.00 ",2015,,,,,,,,,,CIP-1213,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Ferryboat (FB),,,,,,,
SY,SY,HARDWARE/SOFTWARE FOR ACIS/INIT (IS),ACIS/INIT,PLN,33300,,2015,2015,5,,1,Lump Sum,"$1,000,000.00 ",0,"$1,000,000.00 ",2015,,,,,,,,,,CIP-1713,,,2019 - CIP-1811,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,ASSET & VEHICLE FLUID MANAGEMENT SYSTEM (IS),VEHICLE FLUID MANAGEMENT SYSTEM,PLN,23420,,2015,2015,7,,1,Lump Sum,"$1,000,000.00 ",0,"$1,000,000.00 ",2015,,,,,,,,,,CIP-1812,,,2019 - CIP-1812,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,D1 MAIN SHOP ROOF REPLACEMENT,D1 MAIN SHOP ROOF REPLACEMENT,EXT,21507,,2015,2015,20,,1,Sq Foot,"$990,000.00 ",0,"$990,000.00 ",2015,,,,,,,,,,CIP-1432,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,FINANCIAL MGMT & MAINT SYST,FINANCIAL MGMT & MAINT SYST,EXT,39206,,2015,2015,10,,1,Each,"$988,946.48 ",0,"$988,946.48 ",2015,IS Computer Room,,,,,,,,,FA0001401,,,"2007 Cost-$961,056.47 - IS Computer Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SR ADMIN BLDG HVAC REPL,SR ADMIN BLDG HVAC REPL,EXT,21505,,2015,2015,20,,1,Lump Sum,"$979,691.56 ",0,"$979,691.56 ",2015,D1 Bus Administration,,,,,,,,,B000020813,,,d1 Bus Administration,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,MV NAPA ENGINE IMPRV DRY DOCK,MV NAPA ENGINE IMPRV DRY DOCK,EXT,38301,,2015,2015,10,,1,Vehicle,"$968,908.41 ",0,"$968,908.41 ",2015,MV Napa,,,,,,,,,FG00081201,,,"CIP 4-1446 MV NAPA DOCKING PROJECT Additional PO's - P90774, P81180 and P88986.",,,,,,,,,3,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,35318,,,,,,,,FALSE,FALSE,Ferryboat (FB),42:44.8,,,,,,
FB,FB,GREENBRAE BOARDWALK,GREENBRAE BOARDWALK,EXT,41701,,2015,2015,10,,1,Each,"$950,116.89 ",0,"$950,116.89 ",2015,LFT Outside Areas,,,,,,,,,F000039201,,,"1991 Cost-$950,116.89 - GREENBRAE BOARDWALK - GREENBRAE SHORELINE PROTECTION S YSTEM",,,,,,,,,3,,10580,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,LARKSPUR LOT PARKING,LARKSPUR LOT PARKING,EXT,41602,,2015,2015,10,,1,Space,"$943,340.85 ",0,"$943,340.85 ",2015,LFT Outside Areas,,,,,,,,,FG00047304,,,"2002 Cost-943,340.85 - LFT Outside Areas",,,,,,,,,3,,449000,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Parking Facilities,,,,,,,
MB,MB,SAN RAFAEL PROPERTY,SHOP,EXT,24200,,2015,2015,25,,1,Each,"$942,126.41 ",0,"$942,126.41 ",2015,,,,,,,,,,BG000797,,,"1974 Cost-$942,126,- SAN RAFAEL PROPERTY - 17.5 ACRES ON ANDERSON AVE",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Bus (BU),,,,,,,
SY,SY,AVFMS WORK MGT/BUS MAINTENANCE,AVFMS WORK MGT/BUS MAINTENANCE,EXT,39203,,2015,2015,10,,1,Each,"$936,678.08 ",0,"$936,678.08 ",2015,IS Computer Room,,,,,,,,,FA0004201,,,IS Computer Rm,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SAN RAFAEL MAIN SHOP ROOF REPL,,EXT,21507,,2015,2015,10,,1,Sq Foot,"$924,258.51 ",0,"$924,258.51 ",2015,,,,,,,,,,BG007612,,,Contract 2015-BT-1 (Engineering). FCID - 24738. CIP 03-1432.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS SECURITY CAMERAS,BUS SECURITY CAMERAS,EXT,33311,,2015,2015,10,,1,Each,"$900,000.00 ",0,"$900,000.00 ",2015,,,,,,,,,,CIP-1434,,,Bus Security Camera,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,MV DEL NORTE OVERHAUL,MV DEL NORTE OVERHAUL,RET,38300,,2015,2015,5,,1,Vehicle,"$897,531.38 ",0,"$897,531.38 ",2015,MV Del Norte,,,,,,,,,FG00076401,,,MV Del Norte,,,,,,,,,3,,,TRUE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),59:02.9,,,,,,
MB,MB,SAN RAFAEL BUS FLTY SEC IMPROV,SAN RAFAEL BUS FLTY SEC IMPROV,EXT,21211,,2015,2015,10,,1,Each,"$889,432.96 ",0,"$889,432.96 ",2015,D1 Yard,,,,,,,,,BG00532707,,,Located at D1 Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SR BODY SHOP REPL/SOLAR PANELS,SR BODY SHOP REPL/SOLAR PANELS,EXT,24200,,2015,2015,10,,1,Each,"$884,807.13 ",0,"$884,807.13 ",2015,MAINTENANCE SHOP,,,,,,,,,BG00080103,,,Maintenance Shop,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,WIRELESS INTERNET ACCESS BUSES,BUS WIRELESS INTERNET,EXT,33202,,2015,2015,5,,1,Each,"$881,044.49 ",0,"$881,044.49 ",2015,D4 San Francisco Plant,,,,,,,,,B0009367,,,"CIP 3-1108.8/31/15 - Fixed asset amount was decreased by $8,631.97 due VNG JE reversal of Jun 15 accrual.",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Bus (BU),,,,,,,
FB,FB,MV DELNORTE ENGINE/VESSEL DRY,MV DEL NORTE-ENGINE IMPROVS/DRY DOCK,EXT,38301,,2015,2015,7,,1,Each,"$848,502.33 ",0,"$848,502.33 ",2015,MV Del Norte,,,,,,,,,FG001500,,,"CIP 4-1446 MV DEL NORTE DOCKING PROJECT. Additional PO's - P90774, P81180 and P889",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),59:44.5,,,,,,
SY,SY,ELECTRONIC TIMEKEEPING SYSTEM,ELECTRONIC TIMEKEEPING SYSTEM,EXT,39206,,2015,2015,10,,1,Each,"$844,750.00 ",0,"$844,750.00 ",2015,,,,,,,,,,CIP-1513,,,Kronos Electronic Timekeeping System,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SAN RAFAEL ADMIN BLDG 1,SAN RAFAEL ADMIN BLDG 1,EXT,21100,,2015,2015,50,,1,Building,"$832,007.00 ",0,"$832,007.00 ",2015,D1 Yard,,,,,,,,,B0000208,,,ADMIN & LANDSCAPING,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,BUS STOP SHELTER,BUS STOP SHELTER,EXT,41006,,2015,2015,15,,1,Each,"$827,651.83 ",0,"$827,651.83 ",2015,Bus Stop Shelter,,,,,,,,,BG00530201,,,"2006 Cost-$827,651.83 - Bus Stop Shelter",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,MV MENDOCINO,ENGINE DESIGN CORRECTION,EXT,38301,,2015,2016,5,,1,Lump Sum,"$810,000.00 ",0,"$810,000.00 ",2015,,,,,,,,,,CIP-1647,,,MV MENDOCINO Engine design correction,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),21:01.6,,,,,,
FB,FB,LARKSPUR FUEL LINE REPL,LARKSPUR FUEL LINE REPL,EXT,23411,,2015,2015,10,,1,Each,"$803,818.17 ",0,"$803,818.17 ",2015,LFT Outside Areas,,,,,,,,,FG00047206,,,"2001 Cost-$2,264,999.05 - LFT Outside Areas- IFAS Cost - $803,808.17",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
SY,SY,TRANSIT NETWORK ACCESS SECURITY,,EXT,39301,,2015,2015,5,,1,Lump Sum,"$802,488.00 ",0,"$802,488.00 ",2015,,,,,,,,,,CIP-1811,,,Transit Network Access Security,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,MS MARIN MAIN ENGINE,MS MARIN MAIN ENGINE,EXT,38301,,2015,2015,15,,1,Vehicle,"$796,260.59 ",0,"$796,260.59 ",2015,MS Marin,,,,,,,,,FG00046608,,,MS Marin,,,,,,,,,3,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),34:53.6,,,,,,
FB,FB,MV SONOMA ENGINE REPLACE,MV SONOMA ENGINE REPLACE,EXT,38301,,2002,2002,10,,1,Vehicle,"$788,249.48 ",0,"$788,249.48 ",2015,MS Sonoma,,,,,,,,,FG00046408,,,MS Sonoma,,,,,,,,,3,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),41:50.1,,,,,,
FB,FB,ENGINE REPLACE,MS SAN FRANCISCO  ENGINE REPLACE,EXT,38301,,2015,2015,20,,1,Vehicle,"$784,019.68 ",0,"$784,019.68 ",2015,LFT Warehouse #1,,,,,,,,,FG00046308,,,LFT Warehouse #1,,,,,,,,,3,,,FALSE,,,,,DF,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),39:36.7,,,,,,
FC,FC,"FAREBOXES 56 EA 36""","FAREBOXES 56 EA 36""",RET,35201,,2015,2015,20,,56,Each,"$13,950.30 ",0,"$781,216.80 ",2015,,,,,,,,,,BG004912-A,,,"311400-Bus Op Adm-G&A 36"" Fareboxes split by MTC into separate asset record. Amt changed from $2,986,004.40 to $2,985,363.94 - Buses",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,SANTA ROSA BUS FAC DIESEL TANK,SANTA ROSA BUS FAC DIESEL TANK,EXT,23411,,2015,2015,10,,1,Each,"$749,862.78 ",0,"$749,862.78 ",2015,D3 Service Building,,,,,,,,,BG00533707,,,"The amount previously reported -$734,536.36 - D3 Service Building",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SANRAFAEL TRANS CONNECT SIGNS,SAN RAFAEL TRANS CONNECT SIGNS,EXT,41900,,2015,2015,10,,1,Lump sum,"$737,578.15 ",0,"$737,578.15 ",2015,D1 Yard,,,,,,,,,BG00745804,,,D1 Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,LARKSPUR DOCK #4,LARKSPUR DOCK #4,EXT,43020,,2015,2015,30,,1,Each,"$719,606.95 ",0,"$719,606.95 ",2015,LFT Outside Areas,,,,,,,,,FG000762,,,"1995 Cost-$719,606.95 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,LARKSPUR BERTH DREDGING,LARKSPUR FERRY TERMINAL BERTH DREDGING,EXT,10701,,2015,2015,3,,1,Lump Sum,"$712,763.82 ",0,"$712,763.82 ",2015,LFT Outside Areas,,,,,,,,,FG00047113,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Infrastructure,,,,,,,,,,,Ferryboat (FB),,,,,,,
FB,FB,LARKSPUR RESTROOM & ACCESSIBIL,LARKSPUR RESTROOM & ACCESSIBILITY,EXT,43000,,2015,2015,15,,1,Each,"$710,642.63 ",0,"$710,642.63 ",2015,LFT Outside Areas,,,,,,,,,FG00046810,,,LFT Outside Areas,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,D1 ADMIN/MAIN SHOP LIGHTING,D1 ADMIN/MAIN SHOP LIGHTING,EXT,21501,,2015,2015,15,,1,Lump Sum,"$710,000.00 ",0,"$710,000.00 ",2015,,,,,,,,,,CIP-1015,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,LARKSPUR ST. IMPROVEMENT,LARKSPUR ST. IMPROVEMENT,EXT,43000,,2015,2015,40,,1,Lump Sum,"$689,842.00 ",0,"$689,842.00 ",2015,LFT Outside Areas,,,,,,,,,FG000544,,,"1977 Cost-$689,842 - LARKSPUR ST. IMPROVEMENT - ROAD, CURBS, DRAINS, TRAFFIC LIG HT, & OVER PASS",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFAEL ADMIN BLDG LIGHTING,,EXT,21501,,2015,2015,7,,1,Lump Sum,"$679,613.34 ",0,"$679,613.34 ",2015,,,,,,,,,,BG007608,,,2015 - CIP 3-1015.,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,TOLL PLAZA ADMIN BUILDING IMPLEMENTATION DESIGN,ENGINEERING DESIGN FOR STATION,EXP,41005,,2015,2015,5,,1,Lump Sum,"$672,000.00 ",0,"$672,000.00 ",2015,,,,,,,,,,CIP-1423,,,2019 - CIP-1423,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,LARKSPUR TERMINAL BLDG REHAB,LARKSPUR TERMINAL BLDG REHAB,EXT,43010,,2015,2015,15,,1,Each,"$640,611.65 ",0,"$640,611.65 ",2015,LFT Maintenance Office,,,,,,,,,FG00046808,,,Located at LFT Maintenance Office,,,,,,,,,3,,18432,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
FB,FB,MS MARIN ADA MODIFICATIONS,MS MARIN ADA MODIFICATIONS,EXT,38300,,2015,2015,10,,1,Each,"$630,295.69 ",0,"$630,295.69 ",2015,MS Marin,,,,,,,,,FG000824,,,MS Marin,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Revenue Vehicles,,,,,,,,,FALSE,FALSE,Ferryboat (FB),39:13.0,,,,,,
SY,SY,#1512 EMAIL CORE SERVCS HRDWRE,EMAIL/MS OFFICE/CORE SVC,EXT,39201,,2015,2015,5,,1,Each,"$621,977.03 ",0,"$621,977.03 ",2015,Bldg H - IS Trailer,,,,,,,,,A0003656,,,CIP-1512 District Email/MS Office/Core Svc,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,MUZZI PROPERTY,SITE IMPROVEMENT,EXT,43010,,2015,2015,10,,1,Each,"$618,287.66 ",0,"$618,287.66 ",2015,,,,,,,,,,FG000267,,,"1975 - Cost$618,287 - LARKSPUR FERRY TERMINAL - ORIGINALLY 596 ACRES IN LARKSPUR 524 DEEDED TO STATE AS WETLANDS, VALUE NOW ONLY REMAINING 72 ACRES",,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Substation Building,,,,,,,
MB,MB,SAN RAFAEL ADMIN REMODEL,SAN RAFAEL AMDIN REMODEL,EXT,21100,,2015,2015,30,,1,Building,"$597,000.00 ",0,"$597,000.00 ",2015,D1 Yard,,,,,,,,,B000020802,,,D1 Yard,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
SY,SY,ADMIN BLDG 2ND FLOOR,ADMIN BLDG 2ND FLOOR,EXT,21100,,2015,2015,50,,1,Each,"$587,580.00 ",0,"$587,580.00 ",2015,,,,,,,,,,BR00000401,,,Adm Bldg Toll Plaza Complex,,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Administrative Facilities,,,,,,,
FB,FB,LARKSPUR PILE COATING,LARKSPUR PILE COATING,EXT,43024,,2015,2015,30,,1,Each,"$581,372.11 ",0,"$581,372.11 ",2015,LFT Outside Areas,,,,,,,,,FG00046804,,,"1996 Cost-$581,372.11 - LFT Outside Areas",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
MB,MB,SANTA ROSA TERMINAL BLDG,SANTA ROSA TERMINAL BLDG,EXT,41204,,2015,2015,25,,1,Each,"$579,538.79 ",0,"$579,538.79 ",2015,D3 Service Building,,,,,,,,,BG00533301,,,"1990 Permanent Structures-$579,538.79 - D3 Service Building",,,,,,,,,3,,2500,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Passenger Facilities,,,,,,,
MB,MB,SAN RAFAEL BUS YARD ADD,SAN RAFAEL BUS YARD ADD,EXT,22300,,2015,2015,10,,1,Each,"$575,777.00 ",0,"$575,777.00 ",2015,D1 Yard,,,,,,,,,BG00532701,,,"1987 Storage Yard-$575,777 - D1 Yard",,,,,,,,,3,,194000,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
FB,FB,LFT BERTH MAINT DREDGING,LARKSPUR FERRY TERMINAL BERTH DREDGING,RET,10701,,2015,2015,3,,1,Lump Sum,"$553,783.57 ",0,"$553,783.57 ",2015,LFT Outside Areas,,,,,,,,,FA00019,,,"LFT BERTH MAINT DREDGING-2005 Cost-$553,783.57",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Infrastructure,,,,,,,,,,,Ferryboat (FB),,,,,,,
MB,MB,SAN RAFAEL TRANSIT CENTER PROPTY,STATION BUILDING,EXT,41204,,2015,2015,10,,1,Each,"$548,859.00 ",0,"$548,859.00 ",2015,,,,,,,,,,B0009028,,,SR TRANSIT CENTER PROPTY,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Passenger Facilities,,,,,,,,,,,Substation Building,,,,,,,
MB,MB,BUS SCHEDULING DATABASE,BUS SCHEDULING DATABASE,EXT,37003,,2015,2015,10,,1,Each,"$543,247.80 ",0,"$543,247.80 ",2015,D1 Conference Room,,,,,,,,,BG007511,,,"2000 Cost-$543,247.80 - D1 Conference Room",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,Systems,,,,,,,,,,,Administrative Facilities,,,,,,,
MB,MB,NOVATO FUEL TANKS,NOVATO FUEL TANKS,RET,23411,,2015,2015,10,,1,Each,"$536,914.00 ",0,"$536,914.00 ",2015,D2 Service Building,,,,,,,,,BG00532201,,,"1999 Cost-$536,914 - D2 Service Building",,,,,,,,,3,,,FALSE,,,,,,,,,,,,,,,,,,,,,M&A Facilities,,,,,,,,,,,Maintenance Facilities,,,,,,,
